idZonGlac,SUM_Shape_,q1_SN,q1_Max,q1_Min,q2_SN,q2_Max,q2_Min,SN_1718q1,G_1718q1,P_1718q1,SC_1718q1,niev_17q1,niev_18q1,SN_1819q1,G_1819q1,P_1819q1,SC_1819q1,SN_1920q1,G_1920q1,P_1920q1,SC_1920q1,niev_19q1,SN_2021q1,G_2021q1,P_2021q1,SC_2021q1,niev_20q1,niev_21q1,SN_1718q2,G_1718q2,P_1718q2,SC_1718q2,niev_17q2,SN_1819q2,G_1819q2,P_1819q2,SC_1819q2,niev_18q2,SN_1920q2,G_1920q2,P_1920q2,SC_1920q2,niev_19q2,niev_20q2,Nombre_Gla,X,Y
2213,158.711,118.038,40.673,5.037,25.831,132.88,9.781,123.131,30.389,0.114,5.077,5.191,35.467,122.223,1.022,14.858,20.608,128.849,8.232,1.208,20.422,21.63,123.447,6.61,3.471,25.183,28.654,31.793,66.124,19.716,15.215,57.656,72.871,57.64,23.698,19.635,57.738,77.373,33.528,13.625,2.741,108.816,111.558,122.442,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-17,-72.24521027,-42.39936713
2218,719.958,507.231,212.727,12.16,102.405,617.553,53.076,531.177,175.558,0.519,12.703,13.222,188.262,526.935,4.762,73.064,115.198,563.138,36.861,9.191,110.768,119.959,532.313,40.016,14.407,133.222,147.629,173.238,319.123,76.82,75.587,248.428,324.015,238.856,155.855,67.605,257.643,325.248,118.158,83.845,3.74,514.215,517.955,598.06,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue/Rio Barcelo en junta con Rio Vodudahue-2,-72.3252121,-42.40630774
2225,1.758,1.177,0.58,0,0.925,0.833,0,1.303,0.454,0,0,0,0.454,1.303,0,0.387,0.067,1.564,0.126,0.025,0.042,0.067,1.186,0.404,0,0.168,0.168,0.572,1.749,0.008,0,0,0,1.531,0.219,0.008,0,0.008,0.95,0.37,0.05,0.387,0.437,0.757,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-6,-72.35200927,-42.37923599
2239,2.892,2.762,0.13,0,2.688,0.204,0,2.843,0.049,0,0,0,0.049,2.827,0.016,0.041,0.008,2.867,0,0.024,0,0.024,2.827,0.065,0,0,0,0.065,2.892,0,0,0,0,2.81,0.081,0,0,0,2.745,0.081,0.016,0.049,0.065,0.13,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-18,-72.2777709,-42.37942836
2245,556.104,233.802,322.302,139.84,161.2,394.905,83.94,278.835,108.83,19.778,148.661,168.439,257.491,269.819,28.794,39.693,217.798,257.28,52.232,15.882,230.71,246.592,246.178,26.984,29.021,253.921,282.942,280.905,353.775,23.649,44.555,134.126,178.681,248.158,150.171,14.121,143.654,157.775,197.558,13.642,50.203,294.701,344.904,308.344,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-19,-72.05150706,-42.40372538
2252,9.547,6.267,3.28,0,0.585,8.963,0,6.836,2.712,0,0,0,2.712,6.722,0.114,1.778,0.934,7.704,0.796,0.114,0.934,1.047,6.43,1.388,0.016,1.713,1.729,3.101,9.06,0.325,0.138,0.024,0.162,8.89,0.309,0.349,0,0.349,0.601,4.197,0,4.749,4.749,8.947,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-7,-72.34444345,-42.37479191
2273,309.28,220.681,88.599,7.573,35.74,273.54,14.66,238.23,63.062,0.252,7.736,7.987,70.798,235.316,3.166,26.884,43.914,249.919,12.281,3.758,43.321,47.079,226.809,26.868,2.549,53.054,55.602,79.921,119.769,42.217,40.423,106.87,147.294,104.995,55.197,36.803,112.285,149.088,41.146,35.431,2.07,230.633,232.702,266.064,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue/Rio Barcelo en junta con Rio Vodudahue-3,-72.29434717,-42.38082393
2278,2177.291,1209.118,968.174,206.021,292.798,1884.493,339.655,1295.157,665.113,5.598,211.423,217.021,876.537,1273.53,27.225,259.14,617.397,1403.878,128.791,45.242,599.379,644.622,1298.905,150.216,59.366,668.804,728.17,819.02,832.795,200.115,241.374,903.007,1144.381,672.909,401.26,197.357,905.765,1103.122,361.201,182.097,19.137,1614.856,1633.993,1796.953,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue/Rio Barcelo en junta con Rio Vodudahue-4,-72.37010331,-42.41039885
2290,362.587,216.701,145.886,49.291,77.333,285.254,81.378,235.963,76.79,0.3,49.534,49.834,126.324,232.955,3.308,24.791,101.532,238.217,19.53,4.491,100.349,104.84,227.297,15.411,8.593,111.285,119.879,126.697,145.051,33.871,20.349,163.316,183.665,122.343,43.056,38.176,159.011,197.187,97.268,23.948,5.156,236.214,241.371,260.163,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-20,-72.2371164,-42.38029919
2328,12.912,9.696,3.216,0,3.484,9.428,0,10.573,2.339,0,0,0,2.339,10.557,0.016,2.136,0.203,10.784,1.908,0.049,0.171,0.219,10.159,0.674,0.958,1.121,2.079,1.795,12.717,0.187,0.008,0,0.008,12.295,0.43,0.187,0,0.187,3.565,3.549,0.512,5.287,5.798,8.835,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-21,-72.23486292,-42.34059134
2331,4.177,3.173,1.004,0,1.117,3.06,0,3.44,0.737,0,0,0,0.737,3.44,0,0.567,0.17,3.391,0.615,0,0.17,0.17,3.181,0.21,0.073,0.712,0.785,0.923,3.731,0.154,0.138,0.154,0.291,1.481,2.388,0.008,0.299,0.308,1.149,0.243,0.04,2.744,2.784,2.987,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-22,-72.17844207,-42.33917749
2339,477.653,284.466,193.187,50.573,58.143,419.51,66.329,305.61,121.137,0.211,50.694,50.905,171.832,303.184,2.637,45.25,126.582,319.712,28.722,3.667,125.551,129.219,298.276,25.104,10.313,143.961,154.274,169.065,182.315,77.624,27.303,190.412,217.715,132.87,76.747,64.325,203.71,268.036,72.885,34.986,5.55,364.232,369.781,399.218,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue/Rio Barcelo en junta con Rio Vodudahue-5,-72.28069807,-42.35991615
2344,19.363,15.151,4.212,0,4.325,15.037,0.024,16.75,2.613,0,0,0,2.613,16.668,0.081,1.233,1.38,16.969,0.933,0.073,1.388,1.461,15.394,1.647,0.187,2.134,2.321,3.782,13.934,1.152,1.777,2.499,4.277,7.596,8.115,0.584,3.067,3.652,4.52,3.124,0.471,11.247,11.718,14.372,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-23,-72.1814359,-42.3338911
2359,19.938,12.935,7.003,0,1.816,18.123,0,14.459,5.479,0,0,0,5.479,13.949,0.511,1.264,4.215,14.167,1.046,0.211,4.514,4.725,13.203,1.175,0.186,5.374,5.56,6.549,19.063,0.729,0.065,0.081,0.146,17.053,2.075,0.535,0.276,0.81,1.856,6.905,0.097,11.079,11.177,17.985,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-24,-72.26614135,-42.32262563
2369,15.054,14.584,0.47,0,8.264,6.79,0,15.022,0.032,0,0,0,0.032,14.795,0.227,0.008,0.024,14.584,0.219,0.089,0.162,0.251,14.625,0.049,0.267,0.113,0.381,0.162,15.054,0,0,0,0,8.572,6.482,0,0,0,10.241,0.122,3.849,0.843,4.691,0.964,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-25,-72.12542058,-42.32271689
2373,4640.981,2062.35,2578.631,927.028,645.68,3995.301,984.039,2429.628,1243.08,22.022,946.251,968.273,2189.331,2354.222,97.429,463.003,1726.328,2388.172,429.052,86.847,1736.909,1823.757,2233.781,241.239,187.927,1978.034,2165.962,2219.273,2230.365,223.777,505.635,1681.204,2186.84,1285.689,1450.312,122.339,1782.642,1904.981,844.878,184.519,305.601,3305.982,3611.583,3490.502,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-26,-72.13228176,-42.39747542
2377,5.133,3.068,2.064,0,2.607,2.526,0,3.578,1.554,0,0,0,1.554,3.514,0.065,0.866,0.688,4.177,0.202,0.534,0.219,0.753,3.117,1.595,0,0.421,0.421,2.016,5.133,0,0,0,0,4.501,0.631,0,0,0,2.631,1.7,0,0.801,0.801,2.502,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-27,-72.23876333,-42.31463151
2379,37.394,25.946,11.448,0.657,4.754,32.639,0,28.932,7.667,0.065,0.73,0.795,8.397,28.136,0.86,5.444,2.953,32.226,1.355,0.982,2.831,3.813,28.493,4.714,0.471,3.716,4.186,8.43,29.159,0.146,7.294,0.795,8.089,26.352,10.101,0.414,0.527,0.941,5.695,3.059,4.99,23.65,28.639,26.709,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-28,-72.13447923,-42.32051831
2384,6.498,3.791,2.708,0,3.362,3.136,0,4.195,2.303,0,0,0,2.303,4.187,0.008,1.681,0.622,4.874,0.994,0.016,0.614,0.63,4.122,0.768,0.234,1.374,1.608,2.142,6.029,0,0.469,0,0.469,4.13,2.368,0,0,0,3.637,0.477,0.089,2.295,2.384,2.772,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-29,-72.23334692,-42.31254125
2389,328.447,179.465,148.982,51.402,51.329,277.118,51.077,195.371,81.098,0.316,51.661,51.978,132.759,191.891,3.796,30.361,102.398,201.098,21.155,3.747,102.447,106.194,191.672,13.173,14.081,109.52,123.601,122.693,151.472,29.152,23.555,124.267,147.822,109.374,65.654,29.931,123.488,153.419,66.643,29.014,5.978,226.811,232.789,255.825,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue/Rio Barcelo en junta con Rio Vodudahue-6,-72.27451269,-42.31786244
2390,21.958,13.967,7.991,3.687,5.165,16.793,5.116,15.859,2.241,0.081,3.776,3.857,6.017,15.12,0.82,0.593,5.425,14.057,1.657,0.512,5.733,6.245,14.455,0.114,2.233,5.157,7.39,5.27,10.963,0.292,2.266,8.437,10.703,5.847,7.382,0.309,8.421,8.73,6.147,0.211,1.933,13.667,15.6,13.878,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-30,-72.12567483,-42.31678613
2391,7.625,5.043,2.582,0.057,2.598,5.027,0,6.111,1.457,0,0.057,0.057,1.514,6.095,0.016,0.429,1.085,6.128,0.397,0.081,1.02,1.101,5.083,1.125,0.008,1.408,1.417,2.534,7.026,0,0.583,0.016,0.599,3.885,3.724,0.016,0,0.016,2.728,1.093,0.089,3.715,3.804,4.808,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-31,-72.1807892,-42.31014209
2394,9.116,3.711,5.405,0.065,0.766,8.349,0,5.631,3.42,0,0.065,0.065,3.485,5.494,0.137,0.766,2.719,5.897,0.363,0.186,2.67,2.856,3.719,2.364,0.065,2.969,3.033,5.332,6.938,1.686,0.226,0.266,0.492,6.502,0.661,1.791,0.161,1.952,0.855,2.606,0.032,5.623,5.655,8.228,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-32,-72.16006367,-42.30732279
2395,21.644,15.118,6.526,1.005,1.184,20.46,1.329,15.88,4.596,0.032,1.135,1.167,5.731,15.678,0.235,2.602,3.129,17.639,0.64,0.486,2.878,3.364,16.399,1.727,0.316,3.202,3.518,4.929,13.789,1.791,2.083,3.98,6.063,13.075,2.797,1.783,3.988,5.772,1.573,5.269,0.965,13.837,14.802,19.106,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-8,-72.27459048,-42.30657795
2403,3.721,3.721,0,0,1.955,1.767,0,3.721,0,0,0,0,0,3.721,0,0,0,3.721,0,0,0,0,3.721,0,0,0,0,0,3.517,0,0.204,0,0.204,3.664,0.057,0,0,0,2.02,1.497,0,0.204,0.204,1.701,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-33,-72.14939076,-42.30067794
2409,1.438,1.438,0,0,1.438,0,0,1.438,0,0,0,0,0,1.438,0,0,0,1.438,0,0,0,0,1.438,0,0,0,0,0,1.438,0,0,0,0,1.438,0,0,0,0,1.438,0,0,0,0,0,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-34,-72.14067884,-42.29702766
2412,620.326,561.116,59.209,0,61.115,559.21,1.719,566.478,53.832,0.008,0.008,0.016,53.84,566.161,0.324,42.809,11.031,599.246,9.725,1.192,10.163,11.355,579.852,20.585,1.071,18.817,19.888,39.402,348.036,52.299,96.162,123.828,219.99,304.173,140.026,60.085,116.042,176.127,63.475,99.731,5.013,452.107,457.119,551.838,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-9,-72.35638711,-42.31088495
2418,108.309,70.658,37.65,0.13,5.827,102.481,5.852,72.655,35.524,0,0.13,0.13,35.654,72.509,0.146,23.926,11.728,82.362,14.073,0.106,11.768,11.874,78.085,4.383,1.583,24.259,25.842,28.642,47.503,8.871,15.51,36.425,51.935,36.051,26.962,9.699,35.597,45.296,7.377,9.301,0.641,90.989,91.63,100.29,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-10,-72.31904335,-42.29333677
2419,7.786,6.359,1.427,0,0.995,6.792,0,6.873,0.913,0,0,0,0.913,6.8,0.073,0.375,0.538,7.134,0.041,0.082,0.53,0.611,6.425,0.791,0,0.571,0.571,1.362,7.207,0.228,0.204,0.147,0.351,1.671,5.74,0.008,0.367,0.375,1.117,0.563,0.334,5.772,6.107,6.335,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-35,-72.17462163,-42.29430241
2421,1.589,1.589,0,0,1.589,0,0,1.589,0,0,0,0,0,1.589,0,0,0,1.589,0,0,0,0,1.589,0,0,0,0,0,1.589,0,0,0,0,1.589,0,0,0,0,1.589,0,0,0,0,0,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-36,-72.14490331,-42.29289109
2430,34.311,17.75,16.56,1.15,3.774,30.537,0,23.71,9.288,0.121,1.19,1.312,10.479,23.184,0.648,4.47,6.009,22.812,4.843,0.899,5.758,6.656,18.366,5.345,2.624,7.976,10.6,13.321,31.063,1.118,1.725,0.405,2.13,29.355,3.433,1.296,0.227,1.522,4.284,6.956,1.255,21.816,23.071,28.772,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-37,-72.21421524,-42.28949516
2431,1.702,1.209,0.493,0,0.938,0.763,0,1.423,0.278,0,0,0,0.278,1.423,0,0.278,0,1.487,0.215,0,0,0,1.272,0.215,0.024,0.191,0.215,0.406,1.662,0,0.032,0.008,0.04,1.272,0.421,0,0.008,0.008,0.97,0.024,0.231,0.477,0.708,0.501,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-38,-72.15750648,-42.28529921
2434,95.291,70.691,24.599,0,5.355,89.936,0.982,72.557,22.733,0,0,0,22.733,72.387,0.17,13.931,8.803,82.804,3.513,1.736,7.237,8.973,76.679,7.862,1.03,9.72,10.75,17.581,43.236,9.557,12.616,29.881,42.497,35.098,20.754,10.588,28.851,39.439,6.126,12.04,0.389,76.735,77.125,88.776,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-11,-72.29205661,-42.28425856
2435,12.362,5.502,6.86,0.041,0.48,11.882,0,6.624,5.697,0,0.041,0.041,5.738,6.437,0.187,3.446,2.292,8.753,1.13,0.39,2.089,2.479,6.063,3.08,0.033,3.186,3.218,6.266,9.932,1.829,0.447,0.154,0.601,9.745,0.634,1.853,0.13,1.983,0.48,4.47,0.008,7.404,7.412,11.874,Complejo Glaciar HUALAIHUÉ || Rio Barcelo en junta con Rio Vodudahue-39,-72.18771259,-42.28414104
2442,49.785,42.372,7.413,0,3.601,46.184,0,43.705,6.072,0.008,0,0.008,6.072,43.591,0.122,5.21,0.862,47.574,1.227,0.252,0.732,0.984,44.567,3.259,0.203,1.756,1.959,5.015,22.361,6.462,7.852,13.111,20.963,18.63,11.583,7.551,12.022,19.573,4.918,5.56,1.926,37.381,39.308,42.941,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-12,-72.3074165,-42.27808072
2485,1949.842,1263.467,686.375,203.461,295.125,1654.717,180.359,1372.49,360.741,6.684,209.926,216.61,570.668,1356.299,22.875,178.193,392.475,1469.386,65.106,33.656,381.694,415.35,1315.658,187.383,15.656,431.144,446.8,618.527,869.094,121.288,274.245,685.215,959.46,700.546,442.793,138.769,667.734,806.503,338.702,145.145,28.911,1437.084,1465.995,1582.23,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue/Rio Barcelo en junta con Rio Vodudahue-7,-72.26383393,-42.26629938
2490,3654.349,1867.308,1787.041,709.489,608.224,3046.125,737.821,2138.09,786.868,10.961,718.43,729.391,1505.298,2069.66,79.391,259.414,1245.884,2109.002,220.072,64.762,1260.512,1325.275,1954.999,218.766,118.02,1362.564,1480.584,1581.33,1516.016,227.893,341.978,1568.462,1910.44,1162.136,695.858,226.757,1569.598,1796.355,728.824,246.968,48.47,2630.087,2678.557,2877.055,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue/Rio Barcelo en junta con Rio Vodudahue-8,-72.2029431,-42.28934232
2515,9.186,4.001,5.186,0,1.802,7.385,0,4.439,4.747,0,0,0,4.747,4.228,0.211,2.905,1.842,6.443,0.69,0.544,1.509,2.053,5.364,1.623,0.284,1.915,2.199,3.538,7.125,0.69,0.949,0.422,1.371,7.32,0.755,0.885,0.227,1.112,2.11,1.152,0.365,5.559,5.924,6.711,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-13,-72.24584781,-42.20073886
2520,268.833,209.508,59.324,0.649,25.169,243.664,5.653,216.257,51.886,0.016,0.673,0.689,52.56,215.657,0.616,37.1,15.46,231.351,21.405,0.625,15.452,16.076,222.413,9.563,6.943,29.914,36.857,39.476,139.445,16.474,42.169,70.745,112.914,89.505,92.109,15.16,72.059,87.218,29.751,19.621,6.043,213.418,219.461,233.038,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-14,-72.25993322,-42.20238804
2523,5.527,5.048,0.479,0,5.219,0.308,0,5.072,0.454,0,0,0,0.454,5.048,0.024,0.26,0.195,5.308,0,0.17,0.049,0.219,5.438,0.041,0,0.049,0.049,0.089,5.527,0,0,0,0,5.227,0.3,0,0,0,5.43,0,0.049,0.049,0.097,0.049,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-15,-72.1605115,-42.19544176
2533,170.162,118.672,51.49,0,12.82,157.342,0.568,122.096,48.066,0,0,0,48.066,121.966,0.13,40.626,7.44,140.06,22.532,0.114,7.457,7.57,133.755,6.418,6.223,23.765,29.988,30.183,79.417,10.864,22.556,57.324,79.88,46.094,55.879,12.382,55.806,68.188,15.408,9.639,7.984,137.131,145.115,146.77,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-16,-72.33996073,-42.19291737
2534,234.696,123.699,110.997,36.791,31.405,203.291,22.686,140.918,46.41,5.345,42.022,47.367,88.433,135.516,10.747,24.349,64.084,146.336,13.529,12.961,61.87,74.831,136.384,22.913,9.579,65.82,75.399,88.733,95.254,16.968,23.148,99.326,122.474,90.128,28.274,18.29,98.004,116.294,43.709,15.257,7.008,168.722,175.73,183.979,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-17,-72.23083415,-42.2000214
2541,437.56,256.513,181.046,45.956,50.558,387.002,55.216,291.471,89.363,5.122,51.605,56.726,140.967,281.951,14.642,52.457,88.51,292.729,41.678,14.602,88.551,103.152,275.279,32.052,21.403,108.826,130.229,140.878,195.291,35.015,55.809,151.446,207.254,171.493,79.606,43.512,142.948,186.46,74.095,45.68,8.985,308.8,317.785,354.479,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-18,-72.21023396,-42.18270199
2545,388.159,317.995,70.164,0.422,38.044,350.115,7.401,331.767,55.914,0.024,0.454,0.479,56.368,331.085,0.706,34.839,21.53,342.17,23.753,0.674,21.562,22.236,327.474,15.37,6.306,39.01,45.315,54.38,200.527,22.422,61.018,104.191,165.21,145.912,115.634,25.303,101.31,126.614,42.581,16.693,12.968,315.918,328.886,332.611,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-19,-72.3092417,-42.17616797
2546,47.47,44.377,3.093,0,1.656,45.814,0.162,45.124,2.289,0.049,0.008,0.057,2.297,44.97,0.203,1.153,1.145,45.424,0.698,0.244,1.104,1.347,44.921,0.747,0.097,1.705,1.802,2.451,23.394,2.297,6.705,15.074,21.779,11.559,18.54,1.648,15.723,17.371,2.102,0.487,16.705,28.175,44.88,28.662,Complejo Glaciar COCHAMÓ || Rio Puelo entre frontera y Rio Ventisquero-1,-71.94695345,-42.1660185
2551,7.706,6.938,0.767,0,1.349,6.357,0,7.229,0.477,0,0,0,0.477,7.205,0.024,0.38,0.097,7.278,0.307,0,0.121,0.121,6.979,0.299,0.073,0.355,0.428,0.654,6.446,0.299,0.751,0.21,0.961,3.384,3.813,0.194,0.315,0.509,1.68,1.575,0.477,3.974,4.451,5.549,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-20,-72.36307009,-42.14427365
2583,604.368,415.817,188.551,15.099,30.887,573.481,73.789,461.795,104.847,13.987,23.739,37.726,128.586,445.479,30.303,43.657,84.929,459.166,29.97,32.25,82.982,115.232,443.11,48.306,12.072,100.879,112.952,149.185,155.408,27.893,82.819,338.247,421.067,95.452,142.776,18.612,347.529,366.14,43.649,2.418,153.193,405.108,558.301,407.526,Complejo Glaciar COCHAMÓ || Rio Puelo entre frontera y Rio Ventisquero-2,-71.94812826,-42.14638264
2584,196.737,115.08,81.656,14.175,12.9,183.836,17.69,125.155,56.749,0.382,14.451,14.833,71.2,123.272,2.265,25.119,46.081,129.483,18.908,2.119,46.227,48.346,123.402,8.2,7.071,58.064,65.135,66.264,63.755,18.307,31.135,83.54,114.674,48.33,46.56,20.061,81.786,101.847,17.268,6.422,6.154,166.893,173.047,173.315,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-21,-72.29319008,-42.13749171
2618,23.847,17.165,6.682,0.13,5.537,18.309,0,19.251,4.441,0.016,0.138,0.154,4.579,19.065,0.203,1.583,2.996,18.724,1.924,0,3.199,3.199,17.303,1.421,0.544,4.579,5.123,6,22.345,0.13,0.406,0.966,1.372,12.293,10.458,0.049,1.047,1.096,5.879,8.842,0.195,8.931,9.126,17.774,Complejo Glaciar COCHAMÓ || Rio Ventisquero-1,-72.1738766,-42.11175575
2621,704.13,641.239,62.891,3.312,65.074,639.055,13.15,663.22,35.22,1.567,4.123,5.69,39.343,658.39,6.396,18.547,20.796,662.652,14.286,6.291,20.901,27.192,648.049,20.893,4.554,30.634,35.187,51.527,316.671,30.244,142.332,214.883,357.215,195.467,263.536,30.812,214.315,245.127,88.362,5,301.232,309.536,610.768,314.536,Complejo Glaciar COCHAMÓ || Rio Puelo entre frontera y Rio Ventisquero-3,-71.78294648,-42.13277546
2635,229.32,132.414,96.906,13.327,46.538,182.782,14.146,153.329,58.079,2.402,15.51,17.912,73.588,150.156,5.576,27.408,46.18,155.074,22.49,3.863,47.893,51.756,139.491,19.446,8.246,62.137,70.383,81.583,139.532,10.665,30.021,49.102,79.124,111.474,58.079,10.648,49.119,59.767,56.439,19.787,11.184,141.91,153.094,161.697,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-22,-72.29102708,-42.10441597
2637,1618.11,1290.276,327.835,47.718,98.626,1519.484,186.19,1363.886,170.605,24.026,59.593,83.619,230.199,1346.549,41.363,83.878,146.32,1347.279,83.148,26.948,160.736,187.683,1336.241,37.986,50.389,193.495,243.883,231.481,497.718,66.379,253.948,800.066,1054.014,281.293,470.372,35.405,831.039,866.444,127.4,3.604,495.981,991.126,1487.106,994.729,Complejo Glaciar COCHAMÓ || Rio Puelo entre frontera y Rio Ventisquero-4,-71.8545519,-42.13745473
2656,995.273,521.006,474.267,93.982,78.959,916.314,154.552,570.212,329.457,0.787,94.818,95.604,424.274,564.234,6.765,144.096,280.178,597.913,110.416,5.792,281.151,286.943,551.295,52.41,21.634,369.934,391.568,422.344,312.236,77.061,125.934,480.042,605.976,238.557,199.613,78.708,478.396,557.103,102.824,26.006,43.746,822.697,866.443,848.703,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-23,-72.35115266,-42.10701365
2658,6.313,4.428,1.885,0.097,0.52,5.793,0,4.972,1.243,0,0.097,0.097,1.341,4.924,0.049,0.309,1.032,4.477,0.756,0,1.081,1.081,4.469,0.008,0.634,1.202,1.836,1.211,6.313,0,0,0,0,0.812,5.501,0,0,0,0.926,0.187,1.722,3.477,5.2,3.664,Complejo Glaciar COCHAMÓ || Rio Ventisquero-2,-72.05218412,-42.08669446
2687,2.891,1.776,1.115,0,0.388,2.503,0,1.95,0.942,0,0,0,0.942,1.95,0,0.372,0.57,1.842,0.479,0.008,0.562,0.57,1.818,0.033,0.05,0.991,1.041,1.024,1.652,0.033,0.686,0.52,1.206,0.793,1.545,0.025,0.529,0.554,0.421,0.124,0.215,2.131,2.346,2.255,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-24,-72.36023504,-42.04534138
2693,316.626,226.692,89.933,16.745,28.871,287.754,22.094,250.02,34.675,10.17,21.761,31.931,56.436,245.004,15.186,18.344,38.092,243.145,20.203,9.261,44.017,53.278,231.57,20.836,5.601,58.619,64.22,79.455,140.785,8.206,54.398,113.237,167.635,78.74,116.443,6.136,115.306,121.443,36.444,1.347,104.211,174.623,278.834,175.971,Complejo Glaciar COCHAMÓ || Rio Ventisquero-3,-71.99332953,-42.05921561
2718,767.063,617.857,149.206,17.201,96.467,670.595,41.204,652.883,78.991,11.551,23.638,35.189,102.628,650.245,14.189,36.796,65.832,640.171,46.87,8.174,71.847,80.021,634.798,13.548,27.948,90.769,118.717,104.317,356.622,34.45,165.295,210.695,375.99,253.499,268.418,35.782,209.364,245.146,124.334,13.459,221.776,407.494,629.27,420.953,Complejo Glaciar COCHAMÓ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-/Rio Puelo entre frontera y Rio Ventisquero,-71.75056184,-42.05683317
2726,29.314,24.989,4.325,0,4.601,24.713,0,27.875,1.439,0,0,0,1.439,27.843,0.033,1.195,0.244,25.77,3.268,0,0.276,0.276,25.144,0.626,0.943,2.601,3.544,3.227,23.152,0.081,5.715,0.366,6.081,16.827,12.039,0.203,0.244,0.447,5.593,6.715,2.496,14.511,17.006,21.225,Complejo Glaciar HUALAIHUÉ || Costeras entre Rio Negro y Rio Vodudahue-25,-72.38133091,-42.01266229
2749,1.422,0.957,0.466,0,0.715,0.707,0,1.081,0.341,0,0,0,0.341,1.073,0.008,0.067,0.274,0.998,0.141,0,0.283,0.283,0.957,0.042,0.067,0.358,0.424,0.399,1.264,0.008,0.042,0.108,0.15,0.865,0.441,0.025,0.091,0.116,0.848,0.091,0.025,0.457,0.482,0.549,Complejo Glaciar COCHAMÓ || Rio Puelo entre Arroyo Ventisquero y bajo Rio Negro-1,-71.77592338,-42.00557859
