idZonGlac,SUM_Shape_,q1_SN,q1_Max,q1_Min,q2_SN,q2_Max,q2_Min,SN_1718q1,G_1718q1,P_1718q1,SC_1718q1,niev_17q1,niev_18q1,SN_1819q1,G_1819q1,P_1819q1,SC_1819q1,SN_1920q1,G_1920q1,P_1920q1,SC_1920q1,niev_19q1,SN_2021q1,G_2021q1,P_2021q1,SC_2021q1,niev_20q1,niev_21q1,SN_1718q2,G_1718q2,P_1718q2,SC_1718q2,niev_17q2,SN_1819q2,G_1819q2,P_1819q2,SC_1819q2,niev_18q2,SN_1920q2,G_1920q2,P_1920q2,SC_1920q2,niev_19q2,niev_20q2,Nombre_Gla,X,Y
925,28706.338,14313.573,14392.764,6999.97,3123.523,25582.815,6006.268,15085.577,5065.555,961.464,7593.741,8555.205,12659.296,15829.27,217.772,2576.47,10082.827,17001.188,1404.551,308.417,9992.181,10300.598,16483.98,825.626,745.55,10651.182,11396.732,11476.808,8676.044,2406.292,3586.81,14037.191,17624.001,7922.057,4340.797,1588.779,14854.705,16443.484,4138.325,2798.8,1294.94,20474.273,21769.213,23273.073,Complejo Glaciar CHAITÉN || Lago Yelcho/Rio Corcovado hasta junta Rio Nevado/Rio Frio/Rio Nevado,-72.48316886,-43.42428508
926,118.48,91.518,26.961,3.585,6.229,112.25,2.928,96.498,12.499,2.766,6.716,9.482,19.215,96.012,3.253,9.011,10.204,101.552,3.472,4.031,9.425,13.456,96.109,9.474,1.979,10.918,12.897,20.391,68.839,15.2,11.25,23.19,34.44,55.123,24.966,10.147,28.243,38.39,6.984,1.322,34.302,75.872,110.174,77.194,Complejo Glaciar CHAITÉN || Rio Corcovado entre Rio Nevado y Rio Canelo-/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo,-72.60831047,-43.23910451
927,576.177,404.44,171.737,22.126,40.261,535.917,65.608,416.408,137.334,0.138,22.297,22.435,159.631,411.629,4.917,54.541,105.09,452.028,14.142,9.014,100.992,110.007,444.344,16.698,11.4,103.735,115.135,120.433,210.034,89.641,53.316,223.186,276.502,154.114,109.236,60.854,251.974,312.828,46.411,42.646,18.808,468.312,487.12,510.958,Complejo Glaciar CHAITÉN || Lago Yelcho/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-1,-72.47021137,-43.26117794
928,100.574,83.229,17.345,0.421,6.179,94.395,5.466,85.172,14.867,0.081,0.453,0.534,15.321,84.751,0.502,7.847,7.474,90.371,2.227,0.543,7.434,7.976,87.196,3.717,0.68,8.98,9.661,12.697,60.271,5.936,14.916,19.451,34.367,48.627,26.561,4.162,21.224,25.386,7.029,3.174,30.618,59.753,90.371,62.927,Complejo Glaciar CHAITÉN || Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-2,-72.54789741,-43.24102944
938,53.286,33.753,19.533,7.947,5.899,47.387,11.319,37.506,7.524,0.203,8.052,8.255,15.576,36.93,0.78,3.112,12.464,34.151,5.891,0.106,13.139,13.244,34.134,0.122,4.575,14.455,19.029,14.577,27.382,1.203,10.823,13.878,24.701,19.493,18.713,0.772,14.309,15.081,7.565,8.377,3.559,33.785,37.344,42.162,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu entre frontera y Rio Azulado-4,-71.75115495,-43.2499032
944,2.728,2.728,0,0,2.728,0,0,2.728,0,0,0,0,0,2.728,0,0,0,2.728,0,0,0,0,2.728,0,0,0,0,0,2.728,0,0,0,0,2.728,0,0,0,0,2.728,0,0,0,0,0,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu entre frontera y Rio Azulado-5,-71.75907812,-43.23514943
949,450.75,377.22,73.53,0.227,37.754,412.995,12.655,384.148,66.301,0.073,0.227,0.3,66.529,382.233,1.988,32.116,34.412,400.575,13.775,3.707,32.692,36.4,394.726,9.556,7.747,38.72,46.467,48.276,208.445,70.471,29.748,142.086,171.834,161.32,76.872,51.951,160.607,212.557,41.575,35.905,30.453,342.816,373.269,378.721,Complejo Glaciar CHAITÉN || Lago Yelcho/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-2,-72.46843182,-43.23151921
952,293.934,230.205,63.729,0.763,19.155,274.779,9.46,242.902,49.75,0.333,0.949,1.282,50.7,238.707,4.527,28.753,21.946,245.117,22.344,4.308,22.165,26.473,241.466,7.959,11.018,33.491,44.509,41.45,142.866,6.531,65.011,79.526,144.537,93.051,114.826,6.304,79.753,86.057,21.995,31.544,10.993,229.401,240.395,260.946,Complejo Glaciar CHAITÉN || Lago Yelcho-5,-72.27043366,-43.22766578
953,584.996,411.411,173.585,13.956,57.656,527.34,20.33,422.496,148.228,0.178,14.094,14.272,162.321,421.393,1.281,68.077,94.245,468.126,21.343,3.617,91.909,95.526,437.247,34.496,4.598,108.655,113.253,143.151,284.162,52.085,84.384,164.365,248.749,265.162,103.384,43.141,173.309,216.45,65.701,81.513,106.782,331,437.782,412.514,Complejo Glaciar CHAITÉN || Costeras Entre Rio Yelcho y Rio Corcovado (Rio Pavitad)-/Rio Corcovado entre Rio Nevado y Rio Canelo/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo,-72.62192253,-43.21246261
958,35.102,27.262,7.839,0.122,2.221,32.88,0.6,28.081,6.899,0,0.122,0.122,7.02,27.96,0.122,3.583,3.437,31.454,0.089,1.321,2.237,3.559,29.346,3.429,0.041,2.286,2.327,5.715,18.248,5.772,2.975,8.107,11.082,10.887,10.336,3.543,10.336,13.878,2.91,3.105,9.452,19.634,29.086,22.739,Complejo Glaciar CHAITÉN || Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-3,-72.54486043,-43.20402469
962,4.657,3.758,0.899,0,1.595,3.061,0,4.187,0.47,0,0,0,0.47,4.155,0.032,0.316,0.154,3.863,0.607,0,0.186,0.186,3.863,0,0.437,0.356,0.794,0.356,4.657,0,0,0,0,2.308,2.349,0,0,0,1.83,0.867,0.154,1.806,1.96,2.673,Complejo Glaciar CHAITÉN || Lago Yelcho-6,-72.22685432,-43.20815712
964,201.47,163.382,38.088,1.614,16.186,185.285,1.979,168.556,30.636,0.341,1.938,2.279,32.574,167.461,1.435,13.185,19.389,175.286,5.36,2.06,18.764,20.824,168.312,9.034,1.33,22.795,24.125,31.828,111.549,30.904,23.241,35.777,59.018,81.845,52.944,19.348,47.333,66.681,20.848,16.234,65.465,98.923,164.388,115.157,Complejo Glaciar CHAITÉN || Costeras Entre Rio Yelcho y Rio Corcovado (Rio Pavitad)/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-1,-72.58436045,-43.20350325
966,41.325,36.682,4.643,0,5.032,36.293,0,37.995,3.29,0.016,0.024,0.041,3.314,37.824,0.186,2.812,0.502,40.336,0.3,0.284,0.405,0.689,38.619,2.001,0.122,0.583,0.705,2.585,26.942,6.782,2.552,5.048,7.601,22.218,7.276,3.954,7.876,11.83,6.296,5.939,13.564,15.525,29.089,21.465,Complejo Glaciar CHAITÉN || Costeras Entre Rio Yelcho y Rio Corcovado (Rio Pavitad)-1,-72.64835766,-43.19452056
969,4.44,2.617,1.823,0,4.056,0.384,0,4.08,0.36,0,0,0,0.36,3.949,0.131,0.082,0.278,4.031,0,0.27,0.139,0.409,2.658,1.644,0.008,0.131,0.139,1.774,4.211,0.229,0,0,0,4.211,0,0.229,0,0.229,4.424,0.016,0,0,0,0.016,Complejo Glaciar CHAITÉN || Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-4,-72.53974312,-43.19529299
972,27.217,19.297,7.92,0,9.685,17.532,0,22.289,4.92,0.008,0,0.008,4.92,21.745,0.553,3.277,1.643,20.118,4.903,0.106,2.09,2.196,20.012,0.211,3.009,3.985,6.993,4.196,25.274,0.293,1.244,0.407,1.651,14.515,12.003,0.024,0.675,0.699,11.515,4.172,2.724,8.807,11.531,12.978,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu arriba Rio Azulado y Rio Azul-2,-72.1318454,-43.20933768
989,78.57,60.122,18.448,0.356,5.887,72.683,2.446,61.661,16.1,0.267,0.543,0.81,16.642,61.418,0.51,4.357,12.285,65.005,0.769,1.118,11.678,12.795,63.021,3.102,1.158,11.289,12.447,14.391,48.485,11.856,4.519,13.71,18.229,32.304,20.699,5.588,19.979,25.566,6.916,5.102,32.134,34.418,66.552,39.52,Complejo Glaciar CHAITÉN || Costeras Entre Rio Yelcho y Rio Corcovado (Rio Pavitad)/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-2,-72.58473248,-43.18737108
999,3288.856,1904.423,1384.433,385.078,320.206,2968.649,539.175,2133.036,690.48,46.36,418.979,465.339,1109.459,2087.317,92.08,294.589,814.87,2064.96,316.945,58.545,848.406,906.95,1992.455,131.05,174.904,990.447,1165.351,1121.497,1519.223,76.488,707.597,985.548,1693.145,1009.478,1217.341,49.281,1012.756,1062.036,412.246,216.559,375.701,2284.35,2660.051,2500.909,Complejo Glaciar CHAITÉN-FUTALEUFÚ-PALENA || Lago Yelcho-/Rio Futaleufu arriba Rio Azulado y Rio Azul,-72.20552314,-43.24552656
1006,1789.71,1400.187,389.524,56.187,241.961,1547.749,122.574,1426.918,277.993,5.359,79.44,84.8,357.433,1429.756,2.522,233.481,123.952,1563.146,100.091,7.719,118.755,126.474,1486.332,84.532,19.824,199.022,218.846,283.555,874.63,252.023,224.676,438.381,663.057,707.804,391.502,114.312,576.092,690.405,266.277,112.204,389.832,1021.398,1411.23,1133.602,Complejo Glaciar CHAITÉN || Costeras Entre Rio Yelcho y Rio Corcovado (Rio Pavitad)-/Rio Corcovado Entre Arriba Rio Canelo y Desembocadura,-72.78176801,-43.19076741
1027,2.995,1.096,1.899,0,1.964,1.031,0,1.875,1.12,0,0,0,1.12,1.656,0.219,0.584,0.536,2.175,0.065,0.755,0,0.755,2.151,0.779,0.041,0.024,0.065,0.804,2.995,0,0,0,0,2.695,0.3,0,0,0,1.997,0.528,0.016,0.455,0.471,0.982,Complejo Glaciar CHAITÉN || Costeras Entre Rio Yelcho y Rio Corcovado (Rio Pavitad)-2,-72.61478142,-43.16050283
1032,59.498,31.71,27.788,0.568,12.193,47.305,1.161,37.311,20.953,0.463,0.771,1.234,21.724,36.483,1.291,10.627,11.098,43.984,3.125,3.613,8.776,12.388,39.495,8.102,1.64,10.261,11.901,18.363,35.744,6.178,3.726,13.85,17.576,27.212,12.258,4.79,15.238,20.028,16.642,4.993,9.117,28.746,37.863,33.739,Complejo Glaciar CHAITÉN || Costeras Entre Rio Yelcho y Rio Corcovado (Rio Pavitad)-3,-72.61363355,-43.16622633
1040,674.314,474.782,199.532,28.377,82.91,591.404,45.817,496.568,143.013,3.551,31.182,34.734,174.195,490.527,9.591,56.762,117.433,529.12,18.169,18.688,108.336,127.024,504.651,43.158,8.724,117.781,126.505,160.939,341.134,121,32.666,179.514,212.18,264.961,108.839,80.194,220.32,300.514,98.128,27.469,154.477,394.24,548.717,421.709,Complejo Glaciar CHAITÉN || Costeras Entre Rio Yelcho y Rio Corcovado (Rio Pavitad)-/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo/Rio Yelcho entre Rio Amarillo y desembocadura,-72.55951679,-43.17580584
1056,7.206,4.679,2.527,0,3.839,3.367,0,6.326,0.88,0,0,0,0.88,6.146,0.179,0.644,0.236,6.375,0.416,0.073,0.342,0.416,4.924,1.524,0.155,0.603,0.758,2.128,7.182,0,0.024,0,0.024,7.206,0,0,0,0,4.255,2.78,0,0.171,0.171,2.951,Complejo Glaciar CHAITÉN || Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-5,-72.52921935,-43.14956837
1059,4876.755,2328.222,2548.534,921.737,390.812,4485.943,1034.457,2652.555,1089.016,130.4,1004.784,1135.184,2093.799,2565.013,217.943,398.723,1695.076,2553.994,409.742,167.295,1745.724,1913.019,2512.459,208.831,250.147,1905.319,2155.466,2114.149,2111.107,143.878,838.219,1783.552,2621.771,1201.695,1747.631,65.959,1861.471,1927.429,468.999,283.033,538.017,3586.707,4124.723,3869.74,Complejo Glaciar CHAITÉN-FUTALEUFÚ || Lago Yelcho-/Lago Espolon y Rio Espolon en junta Rio Futaleufu - 1,-72.11968274,-43.20255308
1063,148.587,88.755,59.832,11.905,16.043,132.543,15.711,100.927,33.767,1.209,12.684,13.893,46.451,98.249,3.887,14.802,31.649,103.719,9.332,3.149,32.387,35.536,95.441,11.426,4.236,37.484,41.72,48.91,68.134,27.445,8.229,44.779,53.008,51.125,25.238,19.184,53.04,72.224,19.322,1.858,37.183,90.223,127.407,92.082,Complejo Glaciar CHAITÉN || Costeras Entre Rio Yelcho y Rio Corcovado (Rio Pavitad)-/Rio Yelcho entre Rio Amarillo y desembocadura,-72.5981912,-43.14890499
1084,605.494,468.795,136.698,11.877,57.508,547.986,37.619,498.385,76.642,12.08,18.387,30.467,95.029,492.191,18.274,41.799,53.229,496.624,37.367,15.083,56.42,71.503,493.921,17.786,17.08,76.707,93.787,94.493,329.824,21.228,118.522,135.919,254.441,241.931,206.415,22.211,134.937,157.147,66.746,34.501,98.641,405.605,504.247,440.107,Complejo Glaciar FUTALEUFÚ || Lago Espolon y Rio Espolon en junta Rio Futaleufu-1,-71.95342207,-43.17619849
1105,335.534,264.354,71.179,0.325,44.668,290.866,11.771,278.673,56.52,0.008,0.333,0.341,56.853,277.472,1.209,35.687,21.166,298.508,14.651,3.261,19.113,22.374,274.284,27.485,1.825,31.939,33.764,59.424,170.549,24.597,54.435,85.952,140.387,158.94,66.044,21.806,88.743,110.549,48.278,68.429,36.993,181.834,218.827,250.263,Complejo Glaciar CHAITÉN || Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo/Rio Yelcho entre Rio Amarillo y desembocadura-1,-72.55302457,-43.13993482
1107,976.433,721.247,255.185,24.004,69.659,906.773,80.408,773.595,170.648,4.835,27.354,32.189,198.002,750.508,27.922,79.24,118.763,765.718,64.03,28.344,118.341,146.685,763.463,30.599,31.865,150.506,182.37,181.105,528.599,14.862,194.823,238.15,432.972,404.15,319.272,18.812,234.199,253.011,79.532,122.559,41.461,732.88,774.342,855.439,Complejo Glaciar CHAITÉN || Lago Yelcho/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-3,-72.33784799,-43.16554906
1108,42.491,35.959,6.532,0,3.9,38.591,0,39.054,3.437,0,0,0,3.437,38.827,0.227,2.185,1.251,36.544,4.468,0.041,1.438,1.479,36.137,0.447,1.365,4.542,5.906,4.988,34.179,0.357,5.939,2.015,7.954,18.743,21.375,0.325,2.047,2.372,5.289,8.336,4.688,24.178,28.866,32.514,Complejo Glaciar FUTALEUFÚ || Lago Espolon y Rio Espolon en junta Rio Futaleufu-2,-72.12392626,-43.14532481
1124,3.02,2.027,0.993,0,1.332,1.688,0,2.261,0.759,0,0,0,0.759,2.245,0.016,0.468,0.291,2.124,0.589,0.032,0.275,0.307,2.035,0.121,0.178,0.686,0.864,0.807,3.02,0,0,0,0,1.817,1.203,0,0,0,1.445,0.702,0.032,0.84,0.872,1.542,Complejo Glaciar FUTALEUFÚ || Lago Espolon y Rio Espolon en junta Rio Futaleufu-3,-72.13113192,-43.13725927
1125,230.432,120.715,109.717,36.472,14.654,215.778,41.303,140.11,36.124,9.256,44.942,54.198,81.066,134.826,14.54,17.361,63.705,130.636,21.551,10.601,67.644,78.245,128.666,12.571,12.717,76.478,89.195,89.049,99.651,3.923,39.147,87.712,126.859,62.125,76.673,3.534,88.101,91.635,18.025,10.374,38.726,163.307,202.032,173.681,Complejo Glaciar CHAITÉN-FUTALEUFÚ || Lago Yelcho-/Lago Espolon y Rio Espolon en junta Rio Futaleufu - 2,-72.1556655,-43.14777746
1128,158.403,90.053,68.349,6.556,14.678,143.725,13.542,99.035,46.986,3.408,8.974,12.381,55.96,96.934,5.509,29.347,26.613,101.729,24.552,5.68,26.442,32.122,100.479,6.929,9.793,41.201,50.994,48.13,81.615,3.813,27.489,45.485,72.974,55.676,53.428,3.067,46.232,49.298,17.858,11.862,20.511,108.171,128.682,120.033,Complejo Glaciar CHAITÉN || Lago Yelcho-7,-72.22178794,-43.14569662
1132,10.344,7.088,3.256,0.008,0.421,9.923,0.243,8.537,1.766,0.016,0.024,0.041,1.79,8.173,0.381,0.737,1.053,7.177,1.733,0.105,1.328,1.434,7.193,0.089,1.247,1.814,3.062,1.904,6.043,1.158,1.733,1.409,3.143,4.617,3.159,0.608,1.96,2.568,0.535,0.907,1.742,7.16,8.902,8.068,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu entre frontera y Rio Azulado-6,-71.84615618,-43.14476589
1133,124.862,92.809,32.053,0.341,11.271,113.591,5.559,106.077,17.495,0.649,0.641,1.29,18.137,104.478,2.248,7.644,10.492,93.831,18.291,1.298,11.442,12.74,94.383,0.747,13.828,15.905,29.733,16.652,62.735,8.861,22.932,30.333,53.265,41.88,43.787,5.145,34.05,39.194,13.073,5.591,17.788,88.411,106.198,94.002,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu entre frontera y Rio Azulado-7,-71.8407797,-43.15069304
1142,1.769,1.769,0,0,1.769,0,0,1.769,0,0,0,0,0,1.769,0,0,0,1.769,0,0,0,0,1.769,0,0,0,0,0,1.769,0,0,0,0,1.769,0,0,0,0,1.769,0,0,0,0,0,Complejo Glaciar CHAITÉN || Rio Yelcho entre Rio Amarillo y desembocadura-1,-72.53698235,-43.12146952
1145,69.354,57.28,12.074,0.13,8.255,61.099,0.568,63.305,5.863,0.057,0.13,0.186,5.992,62.826,0.535,2.708,3.284,57.523,8.011,0.089,3.73,3.819,57.499,0.114,6.082,5.66,11.741,5.773,36.667,2.635,19.096,10.955,30.051,25.275,30.489,2.36,11.231,13.59,9.982,5.944,8.668,44.76,53.428,50.704,Complejo Glaciar FUTALEUFÚ || Rio Futaleufu entre frontera y Rio Azulado-8,-71.85621056,-43.1454999
1173,205.084,63.919,141.165,38.627,46.382,158.702,8.144,90.582,40.022,18.064,56.416,74.48,96.438,79.712,28.934,21.974,74.464,84.814,16.872,35.61,67.788,103.398,89.316,31.108,13.587,71.073,84.66,102.181,169.807,2.766,20.676,11.835,32.511,127.254,63.229,1.752,12.849,14.601,74.472,12.881,28.131,89.6,117.731,102.481,Complejo Glaciar CHAITÉN || Lago Yelcho-8,-72.23439936,-43.1266765
1184,60.218,38.987,21.231,6.52,5.026,55.193,7.778,45.068,6.852,1.299,6.999,8.298,13.851,42.308,4.059,2.606,11.245,41.512,3.402,3.507,11.797,15.304,42.243,2.777,2.411,12.787,15.199,15.564,42.348,1.202,5.334,11.334,16.668,28.002,19.68,0.625,11.91,12.536,5.513,5.472,5.984,43.25,49.233,48.722,Complejo Glaciar CHAITÉN || Lago Yelcho/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-4,-72.2654025,-43.11277352
1186,1403.862,1094.507,309.355,55.965,187.228,1216.634,45.572,1180.798,136.715,16.819,69.53,86.348,206.245,1141.474,56.143,75.185,131.06,1149.798,66.861,66.187,121.016,187.203,1162.706,53.279,38.748,149.128,187.877,202.407,829.393,71.331,284.715,218.423,503.138,706.957,407.151,67.737,222.017,289.754,212.346,156.754,58.301,976.46,1034.761,1133.214,Complejo Glaciar CHAITÉN || Lago Yelcho/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-5,-72.36287125,-43.13257891
1190,1076.384,594.722,481.662,228.4,108.412,967.972,204.844,625.579,220.678,0.535,229.592,230.128,450.27,615.723,10.391,69.687,380.583,636.992,48.418,9.775,381.199,390.974,622.075,24.692,27.393,402.224,429.618,426.916,392.888,130.03,82.779,470.687,553.466,327.459,148.208,105.281,495.435,600.717,126.866,90.907,61.762,796.848,858.61,887.756,Complejo Glaciar CHAITÉN || Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo/Rio Yelcho entre Rio Amarillo y desembocadura-2,-72.51862825,-43.13094334
1223,169.098,120.212,48.886,10.349,12.716,156.382,14.28,128.106,29.897,0.365,10.73,11.095,40.627,126.833,1.637,17.295,23.332,140.108,4.02,2.561,22.409,24.97,127.06,15.609,1.645,24.783,26.428,40.392,78.118,17.222,17.943,55.815,73.758,61.382,34.679,15.893,57.144,73.037,14.726,12.837,23.47,118.064,141.535,130.902,Complejo Glaciar CHAITÉN || Rio Yelcho entre Rio Amarillo y desembocadura-2,-72.57443989,-43.09317449
1225,251.328,159.76,91.567,20.162,19.269,232.059,24.543,175.646,23.87,21.638,30.174,51.812,54.043,177.764,19.521,16.081,37.962,172.506,21.338,13.841,43.642,57.483,171.736,14.612,13.257,51.723,64.98,66.335,123.112,11.148,54.619,62.449,117.068,89.953,87.779,6.288,67.308,73.596,24.949,14.904,42.977,168.498,211.475,183.403,Complejo Glaciar FUTALEUFÚ || Lago Espolon y Rio Espolon en junta Rio Futaleufu-4,-71.92217068,-43.11419052
1233,916.9,549.731,367.169,67.848,82.344,834.556,100.023,663.049,168.423,10.852,74.577,85.429,242.999,617.49,56.411,57.369,185.63,583.123,91.735,43.652,198.39,242.041,579.666,47.11,49.317,240.808,290.125,287.917,508.555,23.181,183.357,201.807,385.164,383.175,308.737,18.441,206.547,224.988,104.105,83.465,78.002,651.329,729.33,734.793,Complejo Glaciar CHAITÉN || Lago Yelcho/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-6,-72.28335927,-43.13048547
1276,488.826,360.716,128.11,10.895,38.169,450.657,37.049,399.566,70.342,5.322,13.596,18.918,83.939,387.551,17.336,30.851,53.087,378.969,39.434,10.57,59.853,70.423,374.807,14.732,16.874,82.413,99.287,97.145,254.549,10.465,111.504,112.307,223.812,156.828,209.226,7.642,115.131,122.772,44.553,24.037,61.151,359.085,420.236,383.122,Complejo Glaciar FUTALEUFÚ || Lago Espolon y Rio Espolon en junta Rio Futaleufu/Rio Blanco y Rio Espolon Hasta Desembocadura Lago Espolon-1,-72.10891976,-43.09636696
1312,17.971,6.291,11.68,0.008,3.032,14.939,0,14.712,3.251,0,0.008,0.008,3.259,12.151,2.56,0.561,2.698,6.307,6.405,0.114,5.145,5.259,6.389,0.033,4.121,7.429,11.55,7.462,17.386,0.26,0.268,0.057,0.325,12.842,4.812,0,0.317,0.317,4.787,9.412,0.358,3.414,3.771,12.826,Complejo Glaciar CHAITÉN || Lago Yelcho-9,-72.18045327,-43.05333321
1357,1689.243,856.805,832.438,213.392,148.696,1540.547,252.357,1037.975,371.76,36.929,242.579,279.508,614.34,995.375,79.529,143.056,471.283,911.642,226.789,61.053,489.76,550.812,918.734,53.961,145.815,570.733,716.548,624.693,846.411,49.027,364.092,429.713,793.805,654.457,556.046,31.881,446.859,478.74,219.892,155.845,115.143,1198.364,1313.507,1354.209,Complejo Glaciar CHAITÉN || Lago Yelcho/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-7,-72.28462816,-43.06033834
1360,3095.902,1468.317,1627.585,694.723,322.553,2773.349,706.709,1728.351,556.733,67.275,743.544,810.818,1300.276,1629.054,166.572,185.87,1114.407,1584.859,230.065,141.853,1139.125,1280.978,1578.18,148.532,141.05,1228.141,1369.19,1376.672,1339.838,70.488,536.445,1149.131,1685.576,930.963,945.319,55.491,1164.128,1219.62,390.631,195.965,231.29,2278.015,2509.306,2473.98,Complejo Glaciar CHAITÉN-FUTALEUFÚ || Lago Yelcho-/Lago Espolon y Rio Espolon en junta Rio Futaleufu - 3,-72.160804,-43.09623392
1361,23.351,12.009,11.342,1.163,3.49,19.86,1.18,19.869,2.042,0.228,1.212,1.44,3.254,17.672,2.425,0.456,2.799,12.107,6.021,0.163,5.061,5.223,12.107,0.163,3.751,7.331,11.081,7.493,19.869,1.009,0.57,1.904,2.473,10.512,9.926,0.138,2.774,2.913,4.32,7.266,0.098,11.667,11.765,18.933,Complejo Glaciar FUTALEUFÚ || Lago Espolon y Rio Espolon en junta Rio Futaleufu-5,-71.95007042,-43.04756234
1369,824.729,645.625,179.104,13.845,97.262,727.467,43.475,686.518,118.634,3.938,15.639,19.577,134.273,678.974,11.482,50.198,84.075,667.217,61.956,6.91,88.647,95.557,662.986,11.141,42.37,108.232,150.603,119.373,439.547,33.438,173.038,178.706,351.744,294.563,318.022,22.484,189.66,212.144,110.969,59.236,109.751,544.774,654.525,604.01,Complejo Glaciar FUTALEUFÚ || Lago Espolon y Rio Espolon en junta Rio Futaleufu/Rio Blanco y Rio Espolon Hasta Desembocadura Lago Espolon-2,-71.9790681,-43.05934384
1387,14.69,13.537,1.153,0,5.14,9.55,0,14.609,0.081,0,0,0,0.081,14.577,0.032,0.081,0,14.203,0.455,0.032,0,0.032,13.545,0.69,0.455,0,0.455,0.69,14.374,0,0.317,0,0.317,14.228,0.463,0,0,0,5.295,6.797,0.357,2.241,2.599,9.038,Complejo Glaciar CHAITÉN || Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-6,-72.24738613,-43.01551888
1392,3.407,1.326,2.081,0,0.731,2.676,0,1.656,1.752,0,0,0,1.752,1.503,0.153,0.402,1.35,1.519,0.386,0.41,1.093,1.503,1.495,0.434,0.305,1.173,1.479,1.607,3.239,0.048,0.096,0.024,0.121,1.784,1.551,0,0.072,0.072,0.739,1.471,0.04,1.157,1.197,2.628,Complejo Glaciar CHAITÉN || Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo-7,-72.2396702,-43.01353984
1394,10.908,5.158,5.75,0,0.69,10.218,0,6.53,4.378,0,0,0,4.378,6.481,0.049,1.381,2.997,5.807,2.055,0.089,2.956,3.046,5.214,0.682,0.349,4.662,5.011,5.344,9.251,1.3,0.057,0.301,0.357,3.59,5.718,0.227,1.373,1.6,0.772,2.883,0.065,7.188,7.253,10.071,Complejo Glaciar FUTALEUFÚ || Rio Blanco y Rio Espolon Hasta Desembocadura Lago Espolon-1,-72.17336358,-43.01386737
1406,5.393,3.092,2.301,0.161,3.084,2.309,0,3.907,1.324,0,0.161,0.161,1.485,3.819,0.089,0.783,0.702,3.415,1.187,0.024,0.767,0.791,3.294,0.145,0.533,1.421,1.954,1.566,5.062,0.186,0.057,0.089,0.145,4.303,0.815,0.008,0.266,0.274,3.738,0.727,0.024,0.904,0.928,1.631,Complejo Glaciar FUTALEUFÚ || Rio Blanco y Rio Espolon Hasta Desembocadura Lago Espolon-2,-72.19397325,-43.00234495
1457,218.445,146.983,71.462,7.029,11.427,207.018,19.138,159.717,45.694,4.31,8.725,13.034,54.419,158.272,5.754,15.437,38.982,154.872,18.837,3.255,41.481,44.736,154.247,3.88,10.064,50.255,60.319,54.134,83.49,8.449,56.748,69.758,126.506,61.601,78.637,10.941,67.266,78.207,13.668,14.609,25.631,164.538,190.169,179.147,Complejo Glaciar FUTALEUFÚ || Rio Blanco y Rio Espolon Hasta Desembocadura Lago Espolon-3,-72.05272927,-42.986048
1460,8199.218,4131.295,4067.923,1501.835,993.854,7205.363,1740.93,4822.13,1668.545,122.063,1586.48,1708.543,3255.025,4658.034,286.159,586.127,2668.897,4387.346,856.815,206.131,2748.926,2955.057,4355.924,237.553,506.862,3098.879,3605.74,3336.432,3629.293,222.723,1566.278,2780.924,4347.202,2550.421,2645.15,143.717,2859.93,3003.646,1198.963,580.805,592.196,5827.254,6419.45,6408.059,Complejo Glaciar CHAITÉN-FUTALEUFÚ || Lago Yelcho-/Rio Amarillo/Rio Yelcho Entre Desague Lago Yelcho y Rio Amarillo,-72.22375487,-43.00256007
1482,512.026,373.122,138.904,16.362,49.28,462.746,35.686,403.654,76.898,8.684,22.79,31.474,99.688,395.798,16.54,43.014,56.674,398.517,40.296,11.695,61.519,73.214,393.68,16.532,22.725,79.09,101.814,95.622,273.531,11.663,95.184,131.649,226.832,160.809,207.906,7.629,135.682,143.311,55.943,31.758,68.539,355.786,424.325,387.544,Complejo Glaciar FUTALEUFÚ || Rio Blanco y Rio Espolon Hasta Desembocadura Lago Espolon-4,-72.11181264,-42.95997166
